Park Code,Park Name,State,Acres,Latitude,Longitude,Description,Activities,Topics,WeatherInfo,Activity
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Boat Tour
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Hands-On
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Citizen Science
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Hiking
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Horse Trekking
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Horse Camping (see also camping)
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Horseback Riding
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Paddling
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Canoe or Kayak Camping
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Stand Up Paddleboarding
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Whitewater Rafting
GLAC,Glacier National Park,MT,1013572,48.8,-114.0,"A showcase of melting glaciers, alpine meadows, carved valleys, and spectacular lakes. With over 700 miles of trails, Glacier is a paradise for adventurous visitors seeking wilderness steeped in human history. Relive the days of old through historic chalets, lodges, and the famous Going-to-the-Sun Road.","['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Colonization and Settlement', 'Engineering', 'Great Depression', 'Music', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Glacier's weather is highly variable and can be extreme. Expect warm sunny summer days and in the winter the temperatures can fall well below freezing. Glacier's geography, straddling the Continental Divide, sets the stage for clashes of two very different climates. Warm, wet Pacific air moves in from the west, and cold dry Arctic air from the northeast. They meet at the Divide.",Junior Ranger Program
